hash	auto_verified	verified	checked	citation	title	author	year
('Information Technology For Balanced Manufacturing Systems', 2006)	0	0	1	T. Cour, P. Srinivasan, J. Shi, "Balanced Graph Matching", Proc. Advances in Neural Information Processing Systems (NIPS), pp. 313-320, 2006.	Information Technology For Balanced Manufacturing Systems	None	2006
('Functional analysis and two-point differential operators', 1990)	0	0	1	Bramble JH. Multigrid methods. In Pitman Research Notes in Mathematical Sciences, Vol. 294. Longman Scientific & Technical: Essex, England, 1993.	Functional analysis and two-point differential operators	Z. Schneider	1990
('A Comparison of Two Multilevel Iterative Methods for Nonsymmetric and Indefinite Elliptic Finite Element Equations', 1981)	0	1	1	Bank RE. A comparison of two multilevel iterative methods for nonâ€\x90symmetric and indefinite elliptic finite element equations. SIAM Journal on Numerical Analysis 1981; 18(4):724â€“743.	A Comparison of Two Multilevel Iterative Methods for Nonsymmetric and Indefinite Elliptic Finite Element Equations	Randolph E. Bank	1981
('Investigation on Improved Iterative Methods for Solving Sparse Systems of Linear Equations.', 1985)	0	0	1	Elman HC. Iterative methods for large, sparse, nonâ€\x90symmetric systems of linear equations. Technical Report 229, Department of Computer Science, Yale University, 1982.	Investigation on Improved Iterative Methods for Solving Sparse Systems of Linear Equations.	Richard S. Varga	1985
('Iterative Schemes for Nonsymmetric and Indefinite Elliptic Boundary Value Problems', 1993)	0	1	1	Bramble JH, Leyk Z, Pasciak JE. Iterative schemes for nonâ€\x90symmetric and indefinite elliptic boundary value problems. Mathematics of Computation 1993; 60(201):1â€“22.	Iterative Schemes for Nonsymmetric and Indefinite Elliptic Boundary Value Problems	James H. Bramble and Zbigniew Leyk and Joseph E. Pasciak	1993
('The Analysis of Multigrid Algorithms for Nonsymmetric and Indefinite Elliptic Problems', 1988)	0	1	1	Bramble JH, Pasciak JE, Xu J. The analysis of multigrid algorithms for nonâ€\x90symmetric and indefinite elliptic problems. Mathematics of Computation 1988; 51:389â€“414.	The Analysis of Multigrid Algorithms for Nonsymmetric and Indefinite Elliptic Problems	James H. Bramble and Joseph E. Pasciak and Jinchao Xu	1988
('Uniform Convergence of Multigrid V-Cycle Iterations for Indefinite and Nonsymmetric Problems', 1994)	0	1	1	Bramble JH, Kwak DY, Pasciak JE. Uniform convergence of multigrid Vâ€\x90cycle iterations for indefinite and nonâ€\x90symmetric problems. SIAM Journal on Numerical Analysis 1994; 31(6):1746â€“1763.	Uniform Convergence of Multigrid V-Cycle Iterations for Indefinite and Nonsymmetric Problems	James H. Bramble and Do Y. Kwak and Joseph E. Pasciak	1994
('Multigrid convergence for nonsymmetric, indefinite variational problems and one smoothing step', 1986)	0	1	1	Mandel J. Multigrid convergence for nonâ€\x90symmetric, indefinite variational problems and one smoothing step. Applied Mathematics and Computation 1986; 19(1â€“4):201â€“216. Second Copper Mountain Conference on multigrid methods (Copper Mountain, CO, 1985).	Multigrid convergence for nonsymmetric, indefinite variational problems and one smoothing step	Jan Mandel	1986
('A Preconditioned GMRES Method for Nonsymmetric or Indefinite Problems', 1992)	0	1	1	Xu J, Cai Xâ€\x90C. A preconditioned GMRES method for nonâ€\x90symmetric or indefinite problems. Mathematics of Computation 1992; 59(200):311â€“319.	A Preconditioned GMRES Method for Nonsymmetric or Indefinite Problems	Jinchao Xu and Xiao-Chuan Cai	1992
('Two-Grid Discretization Techniques for Linear and Nonlinear PDEs', 1996)	0	1	1	Xu J. Twoâ€\x90grid discretization techniques for linear and nonâ€\x90linear PDEs. SIAM Journal on Numerical Analysis 1996; 33(5):1759â€“1777.	Two-Grid Discretization Techniques for Linear and Nonlinear PDEs	Jinchao Xu	1996
('Line Iterative Methods for Cyclically Reduced Discrete Convection-Diffusion Problems', 1992)	0	1	1	Elman HC, Golub GH. Line iterative methods for cyclically reduced discrete convectionâ€“diffusion problems. SIAM Journal on Statistical and Scientific Computing 1992; 13(1):339â€“363.	Line Iterative Methods for Cyclically Reduced Discrete Convection-Diffusion Problems	Howard C. Elman and Gene H. Golub	1992
('On the convergence of line iterative methods for cyclically reduced non-symmetrizable linear systems', 1994)	0	1	1	Elman HC, Golub GH, Starke G. On the convergence of line iterative methods for cyclically reduced nonâ€\x90symmetrizable linear systems. Numerische Mathematik 1994; 67(2):177â€“190.	On the convergence of line iterative methods for cyclically reduced non-symmetrizable linear systems	Howard C. Elman and Gene H. Golub and Gerhard Starke	1994
('Quasi-kernel polynomials and their use in non-Hermitian matrix iterations', 1992)	0	0	1	Han H, Il'in VP, Kellogg RB, Yuan W. Analysis of flow directed iterations. Journal of Computational Mathematics 1992; 10(1):57â€“76.	Quasi-kernel polynomials and their use in non-Hermitian matrix iterations	Roland W Freund	1992
('Downwind Gauß-Seidel Smoothing for Convection Dominated Problems', 1997)	0	0	1	Hackbusch W, Probst T. Downwind GauÃŸâ€\x90Seidel smoothing for convection dominated problems. Numerical Linear Algebra with Applications 1997; 4(2):85â€“102.Wiley Online Library	Downwind Gauß-Seidel Smoothing for Convection Dominated Problems	Wolfgang Hackbusch and Thomas Probst	1997
('Downwind numbering: robust multigrid for convection-diffusion problems', 1997)	0	1	1	Bey J, Wittum G. Downwind numbering: A robust multigrid method for convection diffusion problems on unstructured grids. Applied Numerical Mathematics 1997; 23(1):177â€“192.	Downwind numbering: robust multigrid for convection-diffusion problems	Jürgen Bey and Gabriel Wittum	1997
('A Crosswind Block Iterative Method for Convection-Dominated Problems', 1999)	0	1	1	Wang F, Xu J. A crossâ€\x90wind strip block iterative method for convectionâ€\x90dominated problems. SIAM Journal on Computing 1999; 21(2):646â€“665.	A Crosswind Block Iterative Method for Convection-Dominated Problems	Feng Wang and Jinchao Xu	1999
('Ordering Effects on Relaxation Methods Applied to the Discrete One-Dimensional Convection-Diffusion Equation', 1993)	0	1	1	Elman HC, Chernesky MP. Ordering effects on relaxation methods applied to the discrete oneâ€\x90dimensional convectionâ€“diffusion equation. SIAM Journal on Numerical Analysis 1993; 30(5):1268â€“1290.	Ordering Effects on Relaxation Methods Applied to the Discrete One-Dimensional Convection-Diffusion Equation	Howard C. Elman and Michael P. Chernesky	1993
('Ordering Effects on Relaxation Methods Applied to the Discrete Convection-Diffusion Equation', 1994)	0	1	1	Elman HC, Chernesky MP. Ordering effects on relaxation methods applied to the discrete convectionâ€“diffusion equation. In Recent Advances in Iterative Methods. Springer: New York, 1994; 45â€“57.	Ordering Effects on Relaxation Methods Applied to the Discrete Convection-Diffusion Equation	Howard C. Elman and Michael P. Chernesky	1994
('A monotone finite element scheme for convection-diffusion equations', 1999)	0	1	1	Xu J, Zikatanov LT. A monotone finite element scheme for convection diffusion equations. Mathematics of Computation 1999; 68(228):1429â€“1446.	A monotone finite element scheme for convection-diffusion equations	Jinchao Xu and Ludmil Zikatanov	1999
('The Finite Volume Scharfetter-Gummel method for steady convection diffusion equations', 1998)	0	1	1	Bank RE, Coughran WM, Cowsar LC. Analysis of the finite volume Scharfetterâ€\x90Gummel method for steady convection diffusion equations. Computing and Visualization in Science 1998; 1:123â€“136.	The Finite Volume Scharfetter-Gummel method for steady convection diffusion equations	Randolph E. Bank and W.M. Coughran, Jr. and Lawrence C. Cowsar	1998
('Parallel multilevel graph partitioning', 'None')	0	0	1	Karypis G, Kumar V. Analysis of multilevel graph partitioning. Technical Report TR 95â€\x90037, Department of Computer Science, University of Minnesota, 1995. Also available at http://www.cs.umn.edu/ karypis [14 August 1999].	Parallel multilevel graph partitioning	G. Karypis and V. Kumar	None
('Parallel multilevel k-way partitioning scheme for irregular graphs', 1996)	0	1	1	Karypis G, Kumar V. Parallel multilevel kâ€\x90way partitioning scheme for irregular graphs. Technical Report TR 96â€\x90036, Department of Computer Science, University of Minnesota, 1996. Also available at http://www.cs.umn.edu/ karypis [14 August 1999].[29]Ruge JW, StÃ¼ben K. Algebraic multigrid. In Multigrid Methods, McCormick SF (eds). Frontiers in applied mathematics, Society of Industrial and Applied Mathematics: Philadelphia, 1987;73â€“130.	Parallel multilevel k-way partitioning scheme for irregular graphs	George Karypis and Vipin Kumar	1996
('[COMPUTER ANALYSIS OF THE RADIOISOTOPE SCAN.] Technical Progress Report.', 1969)	0	0	1	VanÄ›k P, Mandel J, Brezina M. Algebraic multigrid on unstructured meshes. Technical Report UCD/CCM 34, Center for Computational Mathematics, University of Colorado at Denver, December 1994.	[COMPUTER ANALYSIS OF THE RADIOISOTOPE SCAN.] Technical Progress Report.	None	1969
('Goldthorpe, Rhiannon. Sartre: Literature and Theory. Cambridge, London, New York, New Rochelle, Melbourne, Sydney: Cambridge University Press, 1984Goldthorpe, Rhiannon. Sartre: Literature and Theory. Cambridge, London, New York, New Rochelle, Melbourne, Sydney: Cambridge University Press, 1984. Pp. vii-x, 246. $39.50.', 1988)	0	0	1	Gibbons A. Algorithmic Graph Theory. Cambridge University Press: New York, 1985.	Goldthorpe, Rhiannon. Sartre: Literature and Theory. Cambridge, London, New York, New Rochelle, Melbourne, Sydney: Cambridge University Press, 1984Goldthorpe, Rhiannon. Sartre: Literature and Theory. Cambridge, London, New York, New Rochelle, Melbourne, Sydney: Cambridge University Press, 1984. Pp. vii-x, 246. $39.50.	Oreste F. Pucciani	1988
('Scalable Parallel Algorithms for Unstructured Problems', 1995)	0	0	1	Kumar V, Grama A, Gupta A, Karypis G. Introduction to Parallel Computing: Design and Analysis of Parallel Algorithms. The Benjamin/Cummings Publishing Company, Inc.: Redwood City, CA, 1994.	Scalable Parallel Algorithms for Unstructured Problems	Vipin Kumar and Ananth Grama and Anshul Gupta and George Karypis	1995
('A Framework for Block ILU Factorizations Using Block-Size Reduction', 1995)	0	1	1	Chan TF, Vassilevski PS. A framework for block ILU factorization using blockâ€\x90size reduction. Mathematics of Computation 1995; 64(209):129â€“156.	A Framework for Block ILU Factorizations Using Block-Size Reduction	Tony F. Chan and Panayot S. Vassilevski	1995
('On multigrid solution of high-reynolds incompressible entering flows', 1992)	0	1	1	Brandt A, Yavneh I. On multigrid solution of highâ€\x90Reynolds incompressible entering flows. Journal of Computational Physics 1992; 101:151â€“164.	On multigrid solution of high-reynolds incompressible entering flows	A Brandt and I Yavneh	1992
('Annual Copper Mountain Conferences on Multigrid and Iterative Methods, Copper Mountain, Colorado', 2016)	0	0	1	Brandt A, Yavneh I. Improved coarseâ€\x90grid correction for highâ€\x90Reynolds flows. In Preliminary Proceedings of the Fifth Copper Mountain Conference on Multigrid Methods, Vol. 1. Manteuffel TA, McCormick SF (eds). University of Colorado: Denver, 1991; 127â€“149.	Annual Copper Mountain Conferences on Multigrid and Iterative Methods, Copper Mountain, Colorado	Stephen F. McCormick	2016
('On Quantum Algorithms for Noncommutative Hidden Subgroups', 1999)	0	1	1	Ettinger, Mark and Peter HÃ¸yer, â€œOn quantum algorithms for noncommutativehidden subgroupsâ€\x9d. To appear in Proceedings of the SixteenthInternational Symposium on Theoretical Aspects in Computer Science,1999.	On Quantum Algorithms for Noncommutative Hidden Subgroups	Mark Ettinger and Peter Høyer	1999
('Mark the Manny: Een doorbraak', 2016)	0	0	1	Ettinger, Mark, Peter HÃ¸yer and Manny Knill, â€œHidden subgroupsstates are almost orthogonalâ€\x9d. In preparation, January 1999.	Mark the Manny: Een doorbraak	None	2016
('Context-aware personal communication for teleliving', 1998)	0	0	1	C. Fernandez-Grande, Personal communication, IbermÃ¡tica, 1998.	Context-aware personal communication for teleliving	Theo Kanter and Claes Frisk and Henrik Gustafsson	1998
('A note on the graph isomorphism counting problem', 1979)	0	1	1	Mathon, Rudolf, â€œA note on the graph isomorphism problemâ€\x9d, InformationProcessing Letters, Vol. 8, March 1979, pp. 131 â€“ 132.	A note on the graph isomorphism counting problem	Rudolf Mathon	1979
('Abelian Hidden Subgroup Problem, 1995; Kitaev', 'None')	0	0	1	Rotteler Â¨ , Martin and Thomas Beth, â€œPolynomial-time solution tothe hidden subgroup problem for a class of non-Abelian groups.â€\x9d Availableon Los Alamos e-Print archive (http://xxx.lanl.gov) as quantph/9812070(December 24, 1998).	Abelian Hidden Subgroup Problem, 1995; Kitaev	None	None
('H Ballard, M BrownComputer Vision, Prentice Hall, Englewood Cliffs, NJ (1982)', 'CITATION ONLY')	0	0	1	H Ballard, M BrownComputer Vision, Prentice Hall, Englewood Cliffs, NJ (1982)	Tonto's FriendTonto's FriendSilvermanR. E.Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 573 + xxi pp.Tonto's FriendDavisS. F.Instructor's manual: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 168 pp.Tonto's FriendSilvermanR. E.Test item file: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 169 pp. (File includes 972 questions.)Tonto's FriendWinsten-VelenL.Study guide and workbook: Psychology (4th Ed.). Englewood Cliffs, NJ: Prentice-Hall, 1982, 315 pp.	None	1983
('The CMU system for mobile robot navigation', 'None')	0	0	1	R Bracho, J Schlag, A.C SandersonPopeye: A gray-level vision system for robotics applicationsTechnical Report CMU-RI-TR-83-6, Robotics Institute, CMU (1983)	The CMU system for mobile robot navigation	Y. Goto and A. Stentz	None
('Syntactic Methods in Pattern Recognition', 1982)	0	0	1	K. Fu. Syntactic Pattern Recognition and Applications. Prentice Hall, 1982.	Syntactic Methods in Pattern Recognition	Michael G. Thomason	1982
('Fabrication of semiconductors and integrated circuits', 1982)	0	0	1	R.L.T CederbergAutomatic interpretation of hand drawn electrical schematicsProc. Conf. on CAD and Manufacture of Electronic Components, Circuits and Systems (1979), pp. 118-122	Fabrication of semiconductors and integrated circuits	W.H. Dennis	1982
('A primary algorithm for the understanding of logic circuit diagrams', 1984)	0	1	1	Y FukadaPrimary algorithm for the understanding of logic circuit diagramsProc. 6th Conf. Pattern Recognition, Oct. 19â€“22, 1982 (1982), pp. 706-709	A primary algorithm for the understanding of logic circuit diagrams	Youji Fukada	1984
('COMPUTER AIDED ANALYSIS OF SCHEMATIC DIAGRAMS', 1986)	0	0	1	F.C.A Groen, R.J van MunsterTopology based analysis of schematic diagramsProc. 7th Conf. Pattern Recognition, July 30â€“Aug 2, 1984, Montreal (1984)	COMPUTER AIDED ANALYSIS OF SCHEMATIC DIAGRAMS	Frans C.A. Groen and Ruud J. van Munster	1986
('Automatic Input and Interactive Editing Systems of Logic Circuit Diagrams', 1981)	0	0	1	M Ishii, M Iwasaki, T YamashitaAn automatic input system of logic circuit diagrams for CADProc. Conf. on CAD and Manufacture of Electronic Components, Circuits and Systems (1979), pp. 123-126	Automatic Input and Interactive Editing Systems of Logic Circuit Diagrams	M. Ishii and Y. Ito and M. Iwasaki and M. Yamamoto and S. Kodama	1981
('Independence and Bayesian Updating Methods* *Reprinted from the Artificial Intelligence Journal with permission of the publisher, North Holland, Amsterdam.', 1986)	0	0	1	S Kakumoto, et al.Logic diagram recognition by divide and synthesize methodJ.C Latombe (Ed.), Artificial Intelligence and Pattern Recognition in CAD, North-Holland, Amsterdam (1978), pp. 457-576	Independence and Bayesian Updating Methods* *Reprinted from the Artificial Intelligence Journal with permission of the publisher, North Holland, Amsterdam.	Rodney W. Johnson	1986
