hash	verified	citation	URL	DOI	year	title	author
('Scheimpflug Lens Documentation', 1992.0)	0.0	K. Schadler, U. Schmid, B. Machenschalk, and H. Lubben. A neural net for determining structural similarity of recursive programs. In Proc. of the German Workshop of Case-Based Reasoning, Bad Honnef, March 1997.	http://dx.doi.org/10.1159/isbn.978-3-318-01864-6	10.1159/isbn.978-3-318-01864-6	1992.0	Scheimpflug Lens Documentation	None
('Learning Relational Options for Inductive Transfer in Relational Reinforcement Learning', 'None')	0.0	D.W. Aha. Inductive Logic Programming, chapter Relating Relational Learning Algorithms. Academic Press, London, 1992.	http://dx.doi.org/10.1007/978-3-540-78469-2_12	10.1007/978-3-540-78469-2_12	None	Learning Relational Options for Inductive Transfer in Relational Reinforcement Learning	Tom Croonenborghs and Kurt Driessens and Maurice Bruynooghe
('GUIDING INDUCTION WITH DOMAIN THEORIES11This chapter is a longer version of a paper printed in Proceedings of the Fifth International Conference on Machine Learning, 1988, Morgan Kaufmann Publishers, San Mateo, CA', 1990.0)	0.0	P. Geibel and F. Wysotzki. Learning relational concepts with decision trees. In L. Saitta, editor, Machine Learning: Proceedings of the 13th International Conference, pages 166â€“174. Morgan Kaufmann Publishers, San Fransisco, CA, 1996.	http://dx.doi.org/10.1016/b978-0-08-051055-2.50026-2	10.1016/b978-0-08-051055-2.50026-2	1990.0	GUIDING INDUCTION WITH DOMAIN THEORIES11This chapter is a longer version of a paper printed in Proceedings of the Fifth International Conference on Machine Learning, 1988, Morgan Kaufmann Publishers, San Mateo, CA	Francesco Bergadano and Attilio Giordana
('8. Zusammenfassung und Analyse des Gesamt-konzepts der OE', 2002.0)	0.0	E. Tammer, K. Steinhofel, S. Schonherr, and D. Matuschek. Anwendung des Konzepts der Strukturellen ahnlichkeit zum Fallvergleich mittels Term-und Graph-Reprasentationen. Technical Report FABEL-Report No. 38, HTWK Leipzig, FB Informatik, Mathematik und Naturwissenschaften, August 1995.	http://dx.doi.org/10.1515/9783110511987-011	10.1515/9783110511987-011	2002.0	8. Zusammenfassung und Analyse des Gesamt-konzepts der OE	None
('Verteilungskonflikte, Kapitalbildung und Arbeitslosigkeit', 1989.0)	0.0	F. Kaden. Graphmetriken und Distanzgraphen. In Beitrage zur angewandten Graphentheorie, ZKI-Information. Berlin, Juni 1982.	http://dx.doi.org/10.1007/978-3-642-74285-9_4	10.1007/978-3-642-74285-9_4	1989.0	Verteilungskonflikte, Kapitalbildung und Arbeitslosigkeit	O. Landmann
('R. D. King, M. J. E. Sternberg, A. Srinivasan, and S. H. Muggleton. Knowledge Discovery in a Database of Mutagenic Chemicals. In Proceedings of the Workshop "Statistics, Machine Learning and Discovery in Databases" at the ECML-95, 1995.', 'CITATION ONLY')	0.0	R. D. King, M. J. E. Sternberg, A. Srinivasan, and S. H. Muggleton. Knowledge Discovery in a Database of Mutagenic Chemicals. In Proceedings of the Workshop "Statistics, Machine Learning and Discovery in Databases" at the ECML-95, 1995.	http://dx.doi.org/10.1049/ic:19950116	10.1049/ic:19950116	1995.0	From machine learning towards knowledge discovery in databases	M. Moulet
('Learning of Class Descriptions from Class Discriminations: A Hybrid Approach for Relational Objects', 2002.0)	0.0	P. Geibel, K. Schadler, and F. Wysotzki. Begriffslernen fur strukturierte Objekte (Concept Learning for Relational Structures). In Proceedings of FGML-95, Dortmund, Germany, 1995.	http://dx.doi.org/10.1007/3-540-45751-8_13	10.1007/3-540-45751-8_13	2002.0	Learning of Class Descriptions from Class Discriminations: A Hybrid Approach for Relational Objects	Peter Geibel and Kristina Schädler and Fritz Wysotzki
('Stephens,R.S., Kalman,S., Lammel,C., Fan,J., Marathe,R., Aravind,L., Mitchell,W., Olinger,L., Tatusov,R.L., Zhao,Q. et al. (1998) Science , 282, 754â€“759.', 'CITATION ONLY')	0.0	Stephens,R.S., Kalman,S., Lammel,C., Fan,J., Marathe,R., Aravind,L., Mitchell,W., Olinger,L., Tatusov,R.L., Zhao,Q. et al. (1998) Science , 282, 754â€“759.	http://dx.doi.org/10.1038/7716	10.1038/7716	1999.0	None	Richard Stephens and Sue Kalman and Wayne Mitchell and Rekha Marathe and Claudia Lammel and Jun Fan and Richard W Hyman and Lynn Olinger and Jane Grimwood and Ronald W Davis
('13 Originaldaten', 'None')	0.0	J. Kietz. Induktive Analyse Relationaler Daten. PhD thesis, TU Berlin, FB 13, 1996.	http://dx.doi.org/10.1515/9783486798944.171	10.1515/9783486798944.171	None	13 Originaldaten	None
('\\u010casopis pro p\\u011bstováni mathematiky a fysiky', 1889.0)	0.0	B. Zelinka. On a certain distance between isomorphism classes of graphs. Casopis pro pestovani matematiky, 100:371â€“373, 1975.	http://dx.doi.org/10.1007/bf03017155	10.1007/bf03017155	1889.0	\u010casopis pro p\u011bstováni mathematiky a fysiky	None
('Sankt Augustin: International Videoconference on the Electronic Library bei der GIVID', 1994.0)	0.0	A. VoB. Similarity concepts and retrieval methods. FABEL Report 13, GMD, Sankt Augustin, 1994.	http://dx.doi.org/10.1515/bd.1994.28.11.1815	10.1515/bd.1994.28.11.1815	1994.0	Sankt Augustin: International Videoconference on the Electronic Library bei der GIVID	Hans-Gerd Happel
('Kernel regression', 1995.0)	0.0	M. P. Wand and M. C. Jones. Kernel Smoothing. Chapman and Hall, London, 1995.	http://dx.doi.org/10.1007/978-1-4899-4493-1_5	10.1007/978-1-4899-4493-1_5	1995.0	Kernel regression	M. P. Wand and M. C. Jones
('SOCIAL NETWORK ANALYSIS', 'None')	0.0	D. Zhonghua, "The comparison among social network, citation network and link network," Library Journal(in Chinese), vol. 27, no. 9, pp. 6-10, 2008.	http://dx.doi.org/10.1108/s1876-0562(2004)0000004022	10.1108/s1876-0562(2004)0000004022	None	SOCIAL NETWORK ANALYSIS	Mike Thelwall
('Weighted evolving network with geographical constraints', 2008.0)	0.0	S. Z. Aili Fang, Qisheng Gao, "Research and test on citation network power law distribution," Statistics and Decision(in Chinese), no. 14, pp. 22-24,2007.	http://dx.doi.org/10.1109/ccdc.2008.4598243	10.1109/ccdc.2008.4598243	2008.0	Weighted evolving network with geographical constraints	None
('Bausch & Lomb Inc.', 1985.0)	0.0	Pearson, W. R. (1985) Methods Enzymol. 183, 63â€“98.	http://dx.doi.org/10.1021/ac00279a750	10.1021/ac00279a750	1985.0	Bausch & Lomb Inc.	None
('Smith, T. & Waterman, M. (1981) J. Mol. Biol. 147, 195â€“197.', 'CITATION ONLY')	0.0	Smith, T. & Waterman, M. (1981) J. Mol. Biol. 147, 195â€“197.	http://dx.doi.org/10.1016/0022-2836(81)90087-5	10.1016/0022-2836(81)90087-5	1981.0	Identification of common molecular subsequences	T.F. Smith and M.S. Waterman
('Advances in Kernel Methods. Support Vector Learning, B. Scholkopf, C.J.C. Burges, A.J. Smola (Eds.); MIT Press, Cambridge, 1999, pp. 376+vii. ISBN 0-262-19416-3.', 2002.0)	0.0	Joachims, T. Making large-scale SVM learning practical. In Advances in Kernel Methods:â€‰ Support Vector Learning; SchÃ¶lkopf, B., Burges, C., Smola, A., Eds.; MIT:â€‰ Cambridge, MA, 1999; pp 169âˆ’184.	http://dx.doi.org/10.1016/s0925-2312(01)00684-1	10.1016/s0925-2312(01)00684-1	2002.0	Advances in Kernel Methods. Support Vector Learning, B. Scholkopf, C.J.C. Burges, A.J. Smola (Eds.); MIT Press, Cambridge, 1999, pp. 376+vii. ISBN 0-262-19416-3.	Witold Pedrycz
('Research in Computational Molecular Biology', 2006.0)	0.0	Grundy, W. N. (1998) Proceedings of the Second International Conference on Computational Molecular Biology, eds. Istrail, S., Pevzner, P. & Waterman, M. (ACM, New York), pp. 94â€“100.	http://dx.doi.org/10.1007/11732990	10.1007/11732990	2006.0	Research in Computational Molecular Biology	None
("Editorial. The Seventh International Conference on Intelligent Systems for Molecular Biology (ISMB'99)", 1999.0)	0.0	Jaakkola, T., Diekhans, M. & Haussler, D. (1999) Proceedings of the Seventh International Conference on Intelligent Systems for Molecular Biology, eds. Lengauer, T., Schneider, R., Bork, B., Brutlag, D., Glasgow, J., Mewes, H.-W. & Zimmer, R. (AAAI Press, Menlo Park, CA), pp. 149â€“158.	http://dx.doi.org/10.1093/bioinformatics/15.10.775	10.1093/bioinformatics/15.10.775	1999.0	Editorial. The Seventh International Conference on Intelligent Systems for Molecular Biology (ISMB'99)	T. Lengauer
('DNA Memory and Input/Output', 2006.0)	0.0	Anderson, J. R. (1983) The Architecture of Cognition (Harvard Univ. Press, Cambridge, MA).	http://dx.doi.org/10.21236/ada458330	10.21236/ada458330	2006.0	DNA Memory and Input/Output	None
('Kernel conditional random fields', 2004.0)	0.0	Zhu, X., Ghahramani, Z. & Lafferty, J. (2003) in Proceedings of the Twentieth International Conference on Machine Learning (ICML-2003), eds. Fawcett, T. & Mishra, N. (AAAI Press, Menlo Park, CA), pp. 329â€“336.	http://dx.doi.org/10.1145/1015330.1015337	10.1145/1015330.1015337	2004.0	Kernel conditional random fields	John Lafferty and Xiaojin Zhu and Yan Liu
('Did DNA replication evolve twice independently?', 1999.0)	0.0	SchaÂ¨ffer, A. A., Aravind, L., Madden, T. L., Shavirin, S., Spouge, J. L., Wolf, Y. I., Koonin, E. V. & Altschul, S. F. (2001) Nucleic Acids Res. 29, 2994â€“3005.	http://dx.doi.org/10.1093/nar/27.17.3389	10.1093/nar/27.17.3389	1999.0	Did DNA replication evolve twice independently?	D. D. Leipe and L. Aravind and E. V. Koonin
('Abstracts, Division of Biological Chemistry, 222nd National Meeting of the American Chemical Society, August 26\\u221229, 2001', 2001.0)	0.0	Shanmugasundaram, V.; Maggiora, G. M. Characterizing Property and Activity Landscapes Using an Information-Theoretic Approach. Presented at the 222nd American Chemical Society National Meeting, Division of Chemical Information, 2001; Abstract No. 77.	http://dx.doi.org/10.1021/bi0151420	10.1021/bi0151420	2001.0	Abstracts, Division of Biological Chemistry, 222nd National Meeting of the American Chemical Society, August 26\u221229, 2001	Richard B. Silverman
('M. Randic, Design of molecules with desired properties. molecular similarity approach to property optimization, in: M.A. Johnson, G. Maggiora (Eds.), Concepts and Applications of Molecular Similarity, Wiley, 1990, pp. 77–145.', 'CITATION ONLY')	0.0	M. Randic, Design of molecules with desired properties. molecular similarity approach to property optimization, in: M.A. Johnson, G. Maggiora (Eds.), Concepts and Applications of Molecular Similarity, Wiley, 1990, pp. 77–145.	http://dx.doi.org/10.1002/jcc.540130415	10.1002/jcc.540130415	1992.0	Concepts and applications of molecular similarity, by Mark A. Johnson and Gerald M. Maggiora, eds., John Wiley & Sons, New York, 1990, 393 pp. Price: $65.00	Gilles Klopmand
('Index of Manuscripts', 'None')	0.0	J. Edwards, Y. W. Teh, D. Forsyth, R. Bock, M. Maire, G. Vesom, L. Saul, Y. Weiss, L. Bottou, Making latin manuscripts searchable using gHMM's, MIT Press, pp. 385-392, 2005.	http://dx.doi.org/10.1163/9789004360860_015	10.1163/9789004360860_015	None	Index of Manuscripts	None
('Digital analysis of thermal infrared imagery using temperature mapping', 2004.0)	0.0	E. Carrera, G. Erdelyi, "Digital genome mapping - Advanced binary malware analysis", Proceedings of the 2004 Virus Bulletin Conference, 2004.	http://dx.doi.org/10.1109/itcc.2004.1286733	10.1109/itcc.2004.1286733	2004.0	Digital analysis of thermal infrared imagery using temperature mapping	None
('IDA Pro 5.5, 2010.', 'CITATION ONLY')	0.0	IDA Pro 5.5, 2010.	http://dx.doi.org/10.1016/b978-1-59749-237-9.x0001-4	10.1016/b978-1-59749-237-9.x0001-4	2008.0	Reverse Engineering Code with IDA Pro	None
('Searching social networks', 2003.0)	0.0	Hang, C.W., Wang, Y., Singh, M.P.: Operators for propagating trust and their evaluation in social networks. In: Proceedings of the 8th International Conference on Autonomous Agents and Multiagent Systems (AAMAS), Columbia, SC, IFAAMAS (2009) 1025â€“1032	http://dx.doi.org/10.1145/860575.860587	10.1145/860575.860587	2003.0	Searching social networks	Bin Yu and Munindar P. Singh
('Using probabilistic confidence models for trust inference in Web-based social networks', 2010.0)	0.0	Kuter, U., Golbeck, J.: Sunny: A new algorithm for trust inference in social networks using probabilistic confidence models. In: Proceedings of the 22st National Conference on Artificial Intelligence (AAAI), Menlo Park, AAAI Press (2007) 1377â€“1382	http://dx.doi.org/10.1145/1754393.1754397	10.1145/1754393.1754397	2010.0	Using probabilistic confidence models for trust inference in Web-based social networks	Ugur Kuter and Jennifer Golbeck
('Call for papers: AAAI-84', 1984.0)	0.0	Wang, Y., Singh, M.P.: Trust representation and aggregation in a distributed agent system. In: Proceedings of the 21st National Conference on Artificial Intelligence (AAAI), Menlo Park, AAAI Press (2006) 1425â€“1430	http://dx.doi.org/10.1016/0004-3702(84)90030-4	10.1016/0004-3702(84)90030-4	1984.0	Call for papers: AAAI-84	None
