hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Recognizing Actions from Depth Cameras as Weakly Aligned Multi-part Bag-of-Poses', 2013)	L. Seidenari, V. Varano, S. Berretti, A.D. Bimbo, P. Pala, Recognizing actions from depth, in: 2013 IEEE Conference on Computer Vision and Pattern Recognition Workshops, IEEE, 2013. doi:10.1109/cvprw.2013.77.	0	0		Lorenzo Seidenari and Vincenzo Varano and Stefano Berretti and Alberto Del Bimbo and Pietro Pala	Recognizing Actions from Depth Cameras as Weakly Aligned Multi-part Bag-of-Poses	2013	http://dx.doi.org/10.1109/cvprw.2013.77	10.1109/cvprw.2013.77
('Learning Actionlet Ensemble for 3D Human Action Recognition', 2014)	J. Wang, Z. Liu, Y. Wu, Learning actionlet, in: SpringerBriefs in Computer Science, Springer International Publishing, 2014, pp. 11â€“40. doi:10.1007/978-3-319-04561-02.	0	0		Jiang Wang and Zicheng Liu and Ying Wu	Learning Actionlet Ensemble for 3D Human Action Recognition	2014	http://dx.doi.org/10.1007/978-3-319-04561-0_2	10.1007/978-3-319-04561-0_2
('Human Action Recognition by Representing 3D Skeletons as Points in a Lie Group', 2014)	R. Vemulapalli, F. Arrate, R. Chellappa, Human action recognition by, in: 2014 IEEE Conference on Computer Vision and Pattern Recognition, IEEE, 2014. doi:10.1109/cvpr.2014.82.	0	0		Raviteja Vemulapalli and Felipe Arrate and Rama Chellappa	Human Action Recognition by Representing 3D Skeletons as Points in a Lie Group	2014	http://dx.doi.org/10.1109/cvpr.2014.82	10.1109/cvpr.2014.82
('3-D Human Action Recognition by Shape Analysis of Motion Trajectories on Riemannian Manifold', 2015)	M. Devanne, H. Wannous, S. Berretti, P. Pala, M. Daoudi, A.D. Bimbo 3-d human action IEEE Transactions on Cybernetics, 45 (7) (2015), pp. 1340â€“1352 https://doi.org/10.1109/tcyb.2014.2350774	0	0		Maxime Devanne and Hazem Wannous and Stefano Berretti and Pietro Pala and Mohamed Daoudi and Alberto Del Bimbo	3-D Human Action Recognition by Shape Analysis of Motion Trajectories on Riemannian Manifold	2015	http://dx.doi.org/10.1109/tcyb.2014.2350774	10.1109/tcyb.2014.2350774
('Action Recognition Using Rate-Invariant Analysis of Skeletal Shape Trajectories', 2016)	B.B. Amor, J. Su, A. Srivastava Action recognition using IEEE Transactions on Pattern Analysis and Machine Intelligence, 38 (1) (2016), pp. 1â€“13 https://doi.org/10.1109/tpami.2015.2439257	0	0		Boulbaba Ben Amor and Jingyong Su and Anuj Srivastava	Action Recognition Using Rate-Invariant Analysis of Skeletal Shape Trajectories	2016	http://dx.doi.org/10.1109/tpami.2015.2439257	10.1109/tpami.2015.2439257
('Learning hierarchical spatio-temporal pattern for human activity prediction', 2016)	W. Ding, K. Liu, F. Cheng, J. Zhang Learning hierarchical Journal of Visual Communication and Image Representation, 35 (2016), pp. 103â€“111 https://doi.org/10.1016/j.jvcir.2015.12.006	0	0		Wenwen Ding and Kai Liu and Fei Cheng and Jin Zhang	Learning hierarchical spatio-temporal pattern for human activity prediction	2016	http://dx.doi.org/10.1016/j.jvcir.2015.12.006	10.1016/j.jvcir.2015.12.006
('Graph-based approach for 3D human skeletal action recognition', 2017)	M. Li, H. Leung Graph-based approach Pattern Recognition Letters, 87 (2017), pp. 195â€“202 https://doi.org/10.1016/j.patrec.2016.07.021	0	0		Meng Li and Howard Leung	Graph-based approach for 3D human skeletal action recognition	2017	http://dx.doi.org/10.1016/j.patrec.2016.07.021	10.1016/j.patrec.2016.07.021
('Hierarchical recurrent neural network for skeleton based action recognition', 2015)	Y. Du, W. Wang, L. Wang, Hierarchical recurrent, in: 2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), IEEE, 2015. doi:10.1109/cvpr.2015.7298714.	0	0		None	Hierarchical recurrent neural network for skeleton based action recognition	2015	http://dx.doi.org/10.1109/cvpr.2015.7298714	10.1109/cvpr.2015.7298714
('Ensemble Deep Learning for Skeleton-Based Action Recognition Using Temporal Sliding LSTM Networks', 2017)	I. Lee, D. Kim, S. Kang, S. Lee, Ensemble deep learning for, in: 2017 IEEE International Conference on Computer Vision (ICCV), IEEE, 2017. doi:10.1109/iccv.2017.115.	0	0		Inwoong Lee and Doyoung Kim and Seoungyoon Kang and Sanghoon Lee	Ensemble Deep Learning for Skeleton-Based Action Recognition Using Temporal Sliding LSTM Networks	2017	http://dx.doi.org/10.1109/iccv.2017.115	10.1109/iccv.2017.115
('C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.', 'CITATION ONLY')	C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.	0	0		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Human Object Interaction Recognition Using Rate-Invariant Shape Analysis of Inter Joint Distances Trajectories', 2016)	A.B. Tanfous, H. Drira, B.B. Amor, Coding kendallâ€™s shape trajectories for 3d action recognition, in: IEEE Computer Vision and Pattern Recognition, 2018.	0	0		Meng Meng and Hassen Drira and Mohamed Daoudi and Jacques Boonaert	Human Object Interaction Recognition Using Rate-Invariant Shape Analysis of Inter Joint Distances Trajectories	2016	http://dx.doi.org/10.1109/cvprw.2016.128	10.1109/cvprw.2016.128
('Efficient content-based retrieval of motion capture data', 2005)	M. Muller, T. Roder, M. Clausen, B. Eberhardt, B. Kruger, A. Weber, Documentation mocap database hdm05.	0	0		Meinard Müller and Tido Röder and Michael Clausen	Efficient content-based retrieval of motion capture data	2005	http://dx.doi.org/10.1145/1186822.1073247	10.1145/1186822.1073247
('Clinical Medicine Insights: Urology', None)	CMU, Cmu graphics lab motion capture database, http://mocap.cs.cmu.edu/ (2013)	0	0		None	Clinical Medicine Insights: Urology	None	http://dx.doi.org/10.4137/cmu	10.4137/cmu
