hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Testing Graph Isomorphism', 2008)	Testing Graph Isomorphism. SIAM J. Comput. 38, 1 (2008), 207–225.  [doi>10.1137/070680795]	1	1		Eldar Fischer and Arie Matsliah	Testing Graph Isomorphism	2008	http://dx.doi.org/10.1137/070680795	10.1137/070680795
('Eldar Fischer and Arie Matsliah. 2008.', 'CITATION ONLY')	Eldar Fischer and Arie Matsliah. 2008.	1	1		Eldar Fischer and Arie Matsliah	Testing Graph Isomorphism	2008	http://dx.doi.org/10.1137/070680795	10.1137/070680795
('The African Genome Variation Project', 2014)	Genome of the Netherlands Consortium. Whole-genome sequence variation, population structure and demographic history of the Dutch population. Nat. Genet. 46, 818–825 (2014).	1	1	('Whole-genome sequence variation, population structure and demographic history of the Dutch population.', 2014)	Laurent Francioli	Whole-genome sequence variation, population structure and demographic history of the Dutch population.	2014	http://dx.doi.org/10.1038/nrg3886	10.1038/nrg3886
('The cut-off phenomenon for random walks on Hamming graphs with variable growth conditions', 1997)	P. Erdos and A. R �\x9d enyi, “On the evolution of random graphs,�\x9d ´ Publ. Math. Inst. Hungar. Acad. Sci, vol. 5, pp. 17–61, 1960.	1	1	('On the evolution of random graphs', 1961)	P Erdos and A Renyi	On the evolution of random graphs	1961	http://dx.doi.org/10.2977/prims/1195145152	10.2977/prims/1195145152
('N. Shervashidze, S. Vishwanathan, T. H. Petri, K. Mehlhorn, and K. M. Borgwardt, “Efficient graphlet kernels for large graph comparison,�\\x9d in Int. Conf. Artif. Intell. Stat., vol. 5, pp. 488– 495, Apr. 2009.', 'CITATION ONLY')	N. Shervashidze, S. Vishwanathan, T. H. Petri, K. Mehlhorn, and K. M. Borgwardt, “Efficient graphlet kernels for large graph comparison,�\x9d in Int. Conf. Artif. Intell. Stat., vol. 5, pp. 488– 495, Apr. 2009.	1	1	('Efficient graphlet kernels for large graph comparison', 2009)	Nino Shervashidze and S.V.N. Vishwanathan and Tobias H. Petri and Kurt Mehlhorn and Karsten M. Borgwardt	Efficient graphlet kernels for large graph comparison	2009	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('N. Shervashidze, P. Schweitzer, E.J. Leeuwen, K. Mehlhorn, and K.M. Borgwardt. “Weisfeiler-lehman graph kernels,�\\x9d Journal of Machine Learning Research, vol. 12, pp. 2539-2561, 2011.', 'CITATION ONLY')	N. Shervashidze, P. Schweitzer, E.J. Leeuwen, K. Mehlhorn, and K.M. Borgwardt. “Weisfeiler-lehman graph kernels,�\x9d Journal of Machine Learning Research, vol. 12, pp. 2539-2561, 2011.	1	1	('Weisfeiler-lehman graph kernels', 2011)	N Shervashidze and P Schweitzer and E J v Leeuwen and K Mehlhorn and K M Borgwardt	Weisfeiler-lehman graph kernels	2011	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('N. Shervashidze, S. Vishwanathan, and T.H. Petri, “Efficient graphlet kernels for large graph comparison,�\\x9d Journal of Machine Learning Research, vol. 5, pp. 488-495, 2009.', 'CITATION ONLY')	N. Shervashidze, S. Vishwanathan, and T.H. Petri, “Efficient graphlet kernels for large graph comparison,�\x9d Journal of Machine Learning Research, vol. 5, pp. 488-495, 2009.	1	1	('Weisfeiler-lehman graph kernels', 2011)	N Shervashidze and P Schweitzer and E J v Leeuwen and K Mehlhorn and K M Borgwardt	Weisfeiler-lehman graph kernels	2011	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('Brand, M.: Continuous nonlinear dimensionality reduction by kernel eigenmaps. In: International Joint Conference on Artificial Intelligence (IJCAI), pp. 547–554. ACM, Acapulco (2010)', 'CITATION ONLY')	Brand, M.: Continuous nonlinear dimensionality reduction by kernel eigenmaps. In: International Joint Conference on Artificial Intelligence (IJCAI), pp. 547–554. ACM, Acapulco (2010)	1	1	('Continuous nonlinear dimensionality reduction by kernel eigenmaps', 2010)	M Brand	Continuous nonlinear dimensionality reduction by kernel eigenmaps	2010	http://dx.doi.org/10.1016/0004-3702(72)90052-5	10.1016/0004-3702(72)90052-5
('The Pascal Visual Object Classes (VOC) Challenge', 2009)	M. Everingham and J. Winn. The pascal visual object classes challenge 2011 (voc2011) development kit. Pattern Analysis, Statistical Modelling and Computational Learning, Tech. Rep, 2011.	1	1	('The pascal visual object classes challenge 2011 (voc2011) development kit.', 2011)	Mark Everingham and John Winn	he pascal visual object classes challenge 2011 (voc2011) development kit.	2011	http://dx.doi.org/10.1007/s11263-009-0275-4	10.1007/s11263-009-0275-4
('The Power of Linear Estimators', 2011)	Paul Valiant. 2011.	1	1	('Testing symmetric properties of distributions', 2011)	Paul Valiant	Testing symmetric properties of distributions	2011	http://dx.doi.org/10.1109/focs.2011.81	10.1109/focs.2011.81
('Time varying undirected graphs', 2010)	R. I. Kondor and J. Lafferty, “Diffusion kernels on graphs and other discrete input spaces,�\x9d in Int. Conf. Mach. Learn., vol. 2, pp. 315–322, Jul. 2002.	1	1	('Diffusion kernels on graphs and other discrete structures', 2002)	Risi Kondor and J Lafferty	Diffusion kernels on graphs and other discrete structures	2002	http://dx.doi.org/10.1007/s10994-010-5180-0	10.1007/s10994-010-5180-0
('B. Gauzere, L. Brun, D. Villemin, and M. Brun, “Graph kernels based on relevant patterns and cycle information for chemoinformatics,�\\x9d in Proc. of IEEE International Conference on Pattern Recognition, pp. 1775-1778, 2012.', 'CITATION ONLY')	B. Gauzere, L. Brun, D. Villemin, and M. Brun, “Graph kernels based on relevant patterns and cycle information for chemoinformatics,�\x9d in Proc. of IEEE International Conference on Pattern Recognition, pp. 1775-1778, 2012.	1	1	('Graph kernels based on relevant patterns and cycle information for chemoinformatics', 2012)	Benoit Ga�z�re and Luc Brun and Didier Villemin and M Brun	Graph kernels based on relevant patterns and cycle information for chemoinformatics	2012	http://dx.doi.org/10.1016/j.patrec.2012.03.020	10.1016/j.patrec.2012.03.020
('Unconstrained Handwritten Digit Recognition: Experimentation on MNIST Database', 2006)	Y. Lecun and C. Cortes, “The MNIST database of handwritten digits.�\x9d	0	2		V. N. Manjunath Aradhya and G. Hemantha Kumar and S. Noushath	Unconstrained Handwritten Digit Recognition: Experimentation on MNIST Database	2006	http://dx.doi.org/10.1142/9789812772381_0022	10.1142/9789812772381_0022
('Weakly Supervised 3D Reconstruction with Adversarial Constraint', 2017)	C. B. Choy, J. Gwak, S. Savarese, and M. Chandraker. Universal correspondence network. In Advances in Neural Information Processing Systems, pages 2406–2414, 2016.	1	1	('Universal correspondence network', 2016)	JunYoung Gwak and Christopher B. Choy and Manmohan Chandraker and Silvio Savarese	Universal correspondence network	2016	http://dx.doi.org/10.1109/3dv.2017.00038	10.1109/3dv.2017.00038
("�The More Things Change��LiebertR. M., & NealeJ. M.Psychology. New York: John Wiley and Sons, Inc., 1977, Pp. 492 + xi.VachonR. A., & DoranJ.Student Study Guide. New York: John Wiley and Sons. Inc., 1977, Pp. 273.VachonR. A., & FranzblauS.Instructor's Resource Manual.New York: John Wiley and Sons, Inc., 1977, Pp. 142.VachonR. A., & FranzblauS.Test Items. New York: John Wiley and Sons, Inc., 1977, Pp. 89.", 1977)	W. Imrich and S. Klavzar, “Product graphs: structure and recognition,�\x9d John Wiley & Sons, New York, 2000.	1	1	('Product graphs, structure and recognition', 2000)	W Imrich and S Klavaar	Product graphs, structure and recognition	2000	http://dx.doi.org/10.1207/s15328023top0404_16	10.1207/s15328023top0404_16
