citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
Jason Flannick. "Algorithms for biological network alignment". PhD thesis. Stanford University, 2008.	('SDSU Geological Sciences - Thesis - Jason Ricketts', 2008.0)	False	0.0	1.0	2008.0	SDSU Geological Sciences - Thesis - Jason Ricketts	None	http://dx.doi.org/10.4016/9289.01	./bibliographies\database41.txt	0.0	0.0
Banu Dost et al. "QNet: a tool for querying protein interaction networks". In: Research in Computational Molecular Biology. Springer. 2007, pp. 1â€“15.	('QNet: A Tool for Querying Protein Interaction Networks', 'None')	False	1.0	1.0	None	QNet: A Tool for Querying Protein Interaction Networks	Banu Dost and Tomer Shlomi and Nitin Gupta and Eytan Ruppin and Vineet Bafna and Roded Sharan	http://dx.doi.org/10.1007/978-3-540-71681-5_1	./bibliographies\database41.txt	0.0	18.0
Hang TT Phan, Michael JE Stemberg, and Eroi Gelenbe. "Aligning proteinprotein interaction networks using random neural networks". In: Bioinformatics and Biomedicine (BIBM), 2012 IEEE International Conference on. IEEE. 2012, pp. 1â€“6.	('Aligning protein-protein interaction networks using random neural networks', 2012.0)	False	1.0	1.0	2012.0	Aligning protein-protein interaction networks using random neural networks	Hang T. T. Phan and Michael J. E. Stemberg and Eroi Gelenbe	http://dx.doi.org/10.1109/bibm.2012.6392664	./bibliographies\database41.txt	46.0	0.0
Paul ErdÅ‘s and AlfrÃ©d RÃ©nyi. "On random graphs". In: Publicationes Mathematicae Debrecen 6 (1959), pp. 290â€“297.	('Publicationes Mathematicae Debrecen', 'None')	False	1.0	1.0	None	Publicationes Mathematicae Debrecen	None	http://dx.doi.org/10.5486/pmd	./bibliographies\database41.txt	0.0	0.0
Zhi Liang et al. "Comparison of protein interaction networks reveals species conservation and divergence". In: BMC bioinformatics 7.1 (2006), p. 457.	('Discovering functional interaction patterns in protein-protein interaction networks', 2008.0)	False	0.0	1.0	2008.0	Discovering functional interaction patterns in protein-protein interaction networks	Mehmet E Turanalp and Tolga Can	http://dx.doi.org/10.1186/1471-2105-9-276	./bibliographies\database41.txt	0.0	8.0
Maido Remm, Christian E. V. Storm, Erik L. L. Sonnhammer, et al. "Automatic clustering of orthologs and in-paralogs from pairwise species comparisons". In: Journal of molecular biology 314.5 (2001), pp. 1041â€“1052.	('Automatic clustering of orthologs and in-paralogs from pairwise species comparisons', 2001.0)	False	1.0	1.0	2001.0	Automatic clustering of orthologs and in-paralogs from pairwise species comparisons	Maido Remm and Christian E.V. Storm and Erik L.L. Sonnhammer	http://dx.doi.org/10.1006/jmbi.2000.5197	./bibliographies\database41.txt	13.0	550.0
Anirban Banerjee. "Structural distance and evolutionary relationship of networks". In: Biosystems 107.3 (2012), pp. 186â€“196.	('Structural distance and evolutionary relationship of networks', 2012.0)	False	1.0	1.0	2012.0	Structural distance and evolutionary relationship of networks	Anirban Banerjee	http://dx.doi.org/10.1016/j.biosystems.2011.11.004	./bibliographies\database41.txt	55.0	16.0
GÃ¼nhan GÃ¼lsoy and Tamer Kahveci. "RINQ: Reference-based indexing for network queries". In: Bioinformatics 27.13 (2011), pp. i149â€“i158.	('RINQ: Reference-based Indexing for Network Queries', 2011.0)	False	1.0	1.0	2011.0	RINQ: Reference-based Indexing for Network Queries	Günhan Gülsoy and Tamer Kahveci	http://dx.doi.org/10.1093/bioinformatics/btr203	./bibliographies\database41.txt	26.0	6.0
O. SvÃ¡b, K. A. et al., "Exploiting patterns in ontology mapping", Proc. of the 6th Intl. Semantic Web Conf., vol. 4825, pp. 950-954, November 2007.	('Exploiting Patterns in Ontology Mapping', 2007.0)	False	1.0	1.0	2007.0	Exploiting Patterns in Ontology Mapping	Ond\u0159ej Šváb	http://dx.doi.org/10.1007/978-3-540-76298-0_77	./bibliographies\database42.txt	0.0	0.0
S. Bradde, A. Braunstein, H. Mahmoudi, F. Tria, M. Weigt, R. Zecchina, "Aligning graphs and finding substructures by message passing", arXiv, vol. 0905, no. 1893, 2009.	('Aligning graphs and finding substructures by a cavity approach', 2010.0)	False	0.0	1.0	2010.0	Aligning graphs and finding substructures by a cavity approach	S. Bradde and A. Braunstein and H. Mahmoudi and F. Tria and M. Weigt and R. Zecchina	http://dx.doi.org/10.1209/0295-5075/89/37009	./bibliographies\database42.txt	21.0	9.0
R. G. Gallager, Low Density Parity Check Codes, Cambridge MA:MIT Press, 1963.	('Low-density parity-check codes', 'None')	False	1.0	1.0	None	Low-density parity-check codes	Sarah J. Johnson	http://dx.doi.org/10.1017/cbo9780511809354.003	./bibliographies\database42.txt	0.0	0.0
J. Pearl, Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference, San Francisco:Morgan Kaufmann, 1988.	('Pearl                Judea. Probabilistic reasoning in intelligent systems: networks of plausible inference. Series in representation and reasoning. Morgan Kaufmann, San Mateo             1988, xix + 552 pp.', 1993.0)	False	0.0	1.0	1993.0	Pearl                Judea. Probabilistic reasoning in intelligent systems: networks of plausible inference. Series in representation and reasoning. Morgan Kaufmann, San Mateo             1988, xix + 552 pp.	Eric Neufeld	http://dx.doi.org/10.2307/2275238	./bibliographies\database42.txt	0.0	1.0
K. Murphy, Y. Weiss, M. Jordan, "Loopy belief propagation for approximate inference: An empirical study", Proc. of Uncertainty in Artificial Intelligence (UAI), 1999.	('Using Tree-Decomposable Structures to Approximate Belief Networks', 1993.0)	False	0.0	1.0	1993.0	Using Tree-Decomposable Structures to Approximate Belief Networks	Sumit Sarkar	http://dx.doi.org/10.1016/b978-1-4832-1451-1.50050-0	./bibliographies\database42.txt	17.0	1.0
B. J. Frey, D. Dueck, "Clustering by passing messages between data points", Science, vol. 315, no. 5814, pp. 972-976, February 2007.	('Clustering by Passing Messages Between Data Points', 2007.0)	False	1.0	1.0	2007.0	Clustering by Passing Messages Between Data Points	B. J. Frey and D. Dueck	http://dx.doi.org/10.1126/science.1136800	./bibliographies\database42.txt	0.0	2208.0
M. Bayati, D. Shah, M. Sharma, "Maximum weight matching via max-product belief propagation", Intl. Symposium on Information Theory, pp. 1763-1767, 2005.	('Maximum weight matching via max-product belief propagation', 2005.0)	False	1.0	1.0	2005.0	Maximum weight matching via max-product belief propagation	M. Bayati and D. Shah and M. Sharma	http://dx.doi.org/10.1109/isit.2005.1523648	./bibliographies\database42.txt	20.0	22.0
A. Braunstein, R. Zecchina, "Learning by message passing in networks of discrete synapses", Phys. Rev. Lett., 2006.	('Learning by Message Passing in Networks of Discrete Synapses', 2006.0)	False	1.0	1.0	2006.0	Learning by Message Passing in Networks of Discrete Synapses	Alfredo Braunstein and Riccardo Zecchina	http://dx.doi.org/10.1103/physrevlett.96.030201	./bibliographies\database42.txt	39.0	73.0
D. Conte, P. Foggia, M. Vento, "Challenging complexity of maximum common subgraph detection algorithms: A performance analysis of three algorithms on a wide database of graphs", J. Graph Algorithms Appl., vol. 11, no. 1, pp. 99-143, 2007.	('Challenging Complexity of Maximum Common Subgraph Detection Algorithms: A Performance Analysis of Three Algorithms on a Wide Database of Graphs', 2007.0)	False	1.0	1.0	2007.0	Challenging Complexity of Maximum Common Subgraph Detection Algorithms: A Performance Analysis of Three Algorithms on a Wide Database of Graphs	Donatello Conte and Pasquale Foggia and Mario Vento	http://dx.doi.org/10.7155/jgaa.00139	./bibliographies\database42.txt	0.0	32.0
M. Mezard, R. Zecchina, "Random k-satisfiability: from an analytic solution to a new efficient algorithm", Phys. Rev. E, vol. 66, 2002.	('RandomK-satisfiability problem: From an analytic solution to an efficient algorithm', 2002.0)	False	0.0	1.0	2002.0	RandomK-satisfiability problem: From an analytic solution to an efficient algorithm	Marc Mézard and Riccardo Zecchina	http://dx.doi.org/10.1103/physreve.66.056126	./bibliographies\database42.txt	31.0	207.0
W. W. Cohen, P. Ravikumar, S. Fienberg, "A comparison of string metrics for matching names and records", Proc. of the KDD Workshop on Data Cleaning and Object Consolidation, 2003.	('Adaptive name matching in information integration', 2003.0)	False	0.0	1.0	2003.0	Adaptive name matching in information integration	M. Bilenko and R. Mooney and W. Cohen and P. Ravikumar and S. Fienberg	http://dx.doi.org/10.1109/mis.2003.1234765	./bibliographies\database42.txt	27.0	142.0
C. Yanover, Y. Weiss, "Approximate inference and protein folding", NIPS, 2002.	('SPRINT: side-chain prediction inference toolbox for multistate protein design', 2010.0)	False	0.0	1.0	2010.0	SPRINT: side-chain prediction inference toolbox for multistate protein design	Menachem Fromer and Chen Yanover and Amir Harel and Ori Shachar and Yair Weiss and Michal Linial	http://dx.doi.org/10.1093/bioinformatics/btq445	./bibliographies\database42.txt	13.0	4.0
M. Tappen, W. Freemand, "Graph cuts and belief propagation for stereo using identical mrf parameters", ICCV, 2003.	('Comparison of graph cuts with belief propagation for stereo, using identical MRF parameters', 2003.0)	False	0.0	1.0	2003.0	Comparison of graph cuts with belief propagation for stereo, using identical MRF parameters	None	http://dx.doi.org/10.1109/iccv.2003.1238444	./bibliographies\database42.txt	16.0	181.0
J. Barker, J. Thornton, "An Algorithm for Constraint-Based Structural Template Matching: Application to 3D Templates with Statistical Analysis", Bioinformatics, vol. 19, no. 13, pp. 1644-1649, 2003.	('An algorithm for constraint-based structural template matching: application to 3D templates with statistical analysis', 2003.0)	False	1.0	1.0	2003.0	An algorithm for constraint-based structural template matching: application to 3D templates with statistical analysis	J. A. Barker and J. M. Thornton	http://dx.doi.org/10.1093/bioinformatics/btg226	./bibliographies\database43.txt	0.0	119.0
K. Kinoshita, H. Nakamura, "Identification of the Ligand Binding Sites on the Molecular Surface of Proteins", Protein Science, vol. 14, no. 3, pp. 711-718, 2005.	('Identification of the ligand binding sites on the molecular surface of proteins', 2005.0)	False	1.0	1.0	2005.0	Identification of the ligand binding sites on the molecular surface of proteins	Kengo Kinoshita and Haruki Nakamura	http://dx.doi.org/10.1110/ps.041080105	./bibliographies\database43.txt	33.0	52.0
N. Leibowitz, R. Nussinov, H. Wolfson, "MUSTA-A General Efficient Automated Method for Multiple Structure Alignment and Detection of Common Motifs: Application to Proteins", J. Computational Biology, vol. 8, no. 2, pp. 93-121, 2001.	('MUSTA - A General, Efficient, Automated Method for Multiple Structure Alignment and Detection of Common Motifs: Application to Proteins', 2001.0)	False	1.0	1.0	2001.0	MUSTA - A General, Efficient, Automated Method for Multiple Structure Alignment and Detection of Common Motifs: Application to Proteins	Nathaniel Leibowitz and Ruth Nussinov and Haim J. Wolfson	http://dx.doi.org/10.1089/106652701300312896	./bibliographies\database43.txt	28.0	42.0
K. Sjlander, "Phylogenomic Inference of Protein Molecular Function: Advances and Challenges", Bioinformatics, no. 2, pp. 170-179, 2004.	('Phylogenomic inference of protein molecular function: advances and challenges', 2004.0)	False	1.0	1.0	2004.0	Phylogenomic inference of protein molecular function: advances and challenges	K. Sjolander	http://dx.doi.org/10.1093/bioinformatics/bth021	./bibliographies\database43.txt	0.0	97.0
M. Wagener, J. Gasteiger, Angewandte Chemie Int'l Edition in English, vol. 33, no. 11, pp. 1189-1192, 1994.	('The Determination of Maximum Common Substructures by a Genetic Algorithm: Application in Synthesis Design and for the Structural Analysis of Biological Activity', 1994.0)	False	0.0	1.0	1994.0	The Determination of Maximum Common Substructures by a Genetic Algorithm: Application in Synthesis Design and for the Structural Analysis of Biological Activity	Markus Wagener and Johann Gasteiger	http://dx.doi.org/10.1002/anie.199411891	./bibliographies\database43.txt	25.0	12.0
K. Wang, R. Samudrala, "FSSA: A Novel Method for Identifying Functional Signatures from Structural Alignments", Bioinformatics, vol. 21, no. 13, pp. 2969-2977, 2005.	('FSSA: a novel method for identifying functional signatures from structural alignments', 2005.0)	False	1.0	1.0	2005.0	FSSA: a novel method for identifying functional signatures from structural alignments	K. Wang and R. Samudrala	http://dx.doi.org/10.1093/bioinformatics/bti471	./bibliographies\database43.txt	58.0	17.0
Y. Tseng, J. Dundas, J. Liang, "Predicting Protein Function and Binding Profile via Matching of Local Evolutionary and Geometric Surface Patterns", J. Molecular Biology, vol. 387, no. 2, pp. 451-464, 2009.	('Predicting Protein Function and Binding Profile via Matching of Local Evolutionary and Geometric Surface Patterns', 2009.0)	False	1.0	1.0	2009.0	Predicting Protein Function and Binding Profile via Matching of Local Evolutionary and Geometric Surface Patterns	Yan Yuan Tseng and Joseph Dundas and Jie Liang	http://dx.doi.org/10.1016/j.jmb.2008.12.072	./bibliographies\database43.txt	63.0	40.0
J. Fodor, M. Roubens, Fuzzy Preference Modelling and Multicriteria Decision Support., 1994.	('Fuzzy Preference Modelling and Multicriteria Decision Support', 1994.0)	False	1.0	1.0	1994.0	Fuzzy Preference Modelling and Multicriteria Decision Support	János Fodor and Marc Roubens	http://dx.doi.org/10.1007/978-94-017-1648-2	./bibliographies\database43.txt	0.0	458.0
S. Bagley, R. Altman, "Characterizing the Microenvironment Surrounding Protein Sites", Protein Science, vol. 4, no. 4, pp. 622-635, 1995.	('Characterizing the microenvironment surrounding protein sites', 2008.0)	False	1.0	1.0	2008.0	Characterizing the microenvironment surrounding protein sites	Steven C. Bagley and Russ B. Altman	http://dx.doi.org/10.1002/pro.5560040404	./bibliographies\database43.txt	35.0	58.0
G. Verbitsky, R. Nussinov, H. Wolfson, "Flexible Structural Comparison Allowing Hinge-Bending Swiveling Motions", Proteins Structure Function and Genetics, vol. 34, no. 2, pp. 232-254, 1999.	('Flexible structural comparison allowing hinge-bending, swiveling motions', 1999.0)	False	1.0	1.0	1999.0	Flexible structural comparison allowing hinge-bending, swiveling motions	George Verbitsky and Ruth Nussinov and Haim Wolfson	http://dx.doi.org/10.1002/(sici)1097-0134(19990201)34:2<232::aid-prot9>3.0.co;2-9	./bibliographies\database43.txt	31.0	18.0
G. Kleywegt, "Recognition of Spatial Motifs in Protein Structures", J. Molecular Biology, vol. 285, no. 4, pp. 1887-1897, 1999.	('Recognition of spatial motifs in protein structures 1 1Edited by J. Thornton', 1999.0)	False	0.0	1.0	1999.0	Recognition of spatial motifs in protein structures 1 1Edited by J. Thornton	Gerard J Kleywegt	http://dx.doi.org/10.1006/jmbi.1998.2393	./bibliographies\database43.txt	48.0	189.0
A. Shulman-Peleg, R. Nussinov, H. Wolfson, "Recognition of Functional Sites in Protein Structures", J. Molecular Biology, no. 3, pp. 607-633, 2004.	('Recognition of Functional Sites in Protein Structures', 2004.0)	False	1.0	1.0	2004.0	Recognition of Functional Sites in Protein Structures	Alexandra Shulman-Peleg and Ruth Nussinov and Haim J. Wolfson	http://dx.doi.org/10.1016/j.jmb.2004.04.012	./bibliographies\database43.txt	72.0	150.0
S. Copley, W. Novak, P. Babbitt, "Divergence of Function in the Thioredoxin Fold Suprafamily: Evidence for Evolution of Peroxiredoxins from a Thioredoxin-like Ancestor", Biochemistry, vol. 43, no. 44, pp. 13981-13995, 2004.	('Divergence of Function in the Thioredoxin Fold Suprafamily:\xa0 Evidence for Evolution of Peroxiredoxins from a Thioredoxin-like Ancestor†', 2004.0)	False	0.0	1.0	2004.0	Divergence of Function in the Thioredoxin Fold Suprafamily:  Evidence for Evolution of Peroxiredoxins from a Thioredoxin-like Ancestor†	Shelley D. Copley and Walter R. P. Novak and Patricia C. Babbitt	http://dx.doi.org/10.1021/bi048947r	./bibliographies\database43.txt	0.0	86.0
W. Tian, J. Skolnick, "How Well Is Enzyme Function Conserved As a Function of Pairwise Sequence Identity?", J. Molecular Biology, vol. 333, no. 4, pp. 863-882, 2003.	('How Well is Enzyme Function Conserved as a Function of Pairwise Sequence Identity?', 2003.0)	False	1.0	1.0	2003.0	How Well is Enzyme Function Conserved as a Function of Pairwise Sequence Identity?	Weidong Tian and Jeffrey Skolnick	http://dx.doi.org/10.1016/j.jmb.2003.08.057	./bibliographies\database43.txt	56.0	188.0
T. Fober, M. Mernberger, G. Klebe, E. Hllermeier, "Evolutionary Construction of Multiple Graph Alignments for the Structural Analysis of Biomolecules", Bioinformatics, pp. 144, 2009.	('Evolutionary construction of multiple graph alignments for the structural analysis of biomolecules', 2009.0)	False	1.0	1.0	2009.0	Evolutionary construction of multiple graph alignments for the structural analysis of biomolecules	Thomas Fober and Marco Mernberger and Gerhard Klebe and Eyke Hüllermeier	http://dx.doi.org/10.1093/bioinformatics/btp144	./bibliographies\database43.txt	28.0	16.0
L. Holm, J. Park, "DaliLite Workbench for Protein Structure Comparison", Bioinformatics, vol. 16, no. 6, pp. 566-567, 2000.	('DaliLite workbench for protein structure comparison', 2000.0)	False	1.0	1.0	2000.0	DaliLite workbench for protein structure comparison	L. Holm and J. Park	http://dx.doi.org/10.1093/bioinformatics/16.6.566	./bibliographies\database43.txt	0.0	594.0
L. Jensen, R. Gupta, H. Staerfeldt, S. Brunak, "Prediction of Human Protein Function According to Gene Ontology Categories", Bioinformatics, vol. 19, no. 5, pp. 635-642, 2003.	('Prediction of human protein function according to Gene Ontology categories', 2003.0)	False	1.0	1.0	2003.0	Prediction of human protein function according to Gene Ontology categories	L. J. Jensen and R. Gupta and H.-H. Staerfeldt and S. Brunak	http://dx.doi.org/10.1093/bioinformatics/btg036	./bibliographies\database43.txt	0.0	126.0
O. Dror, H. Benyamini, R. Nussinov, H. Wolfson, "MASS: Multiple Structural Alignment by Secondary Structures", Bioinformatics, vol. 19, no. 1, pp. 95-104, 2003.	('MASS: multiple structural alignment by secondary structures', 2003.0)	False	1.0	1.0	2003.0	MASS: multiple structural alignment by secondary structures	O. Dror and H. Benyamini and R. Nussinov and H. Wolfson	http://dx.doi.org/10.1093/bioinformatics/btg1012	./bibliographies\database43.txt	0.0	62.0
S. Schmitt, D. Kuhn, G. Klebe, "A New Method to Detect Related Function among Proteins Independent of Sequence and Fold Homology", J. Molecular Biology, vol. 323, no. 2, pp. 387-406, 2002.	('A New Method to Detect Related Function Among Proteins Independent of Sequence and Fold Homology', 2002.0)	False	1.0	1.0	2002.0	A New Method to Detect Related Function Among Proteins Independent of Sequence and Fold Homology	Stefan Schmitt and Daniel Kuhn and Gerhard Klebe	http://dx.doi.org/10.1016/s0022-2836(02)00811-2	./bibliographies\database43.txt	85.0	231.0
A. Wallace, N. Borkakoti, J. Thornton, "TESS: A Geometric Hashing Algorithm for Deriving 3D Coordinate Templates for Searching Structural Databases. Application to Enzyme Active Sites", Protein Science, vol. 6, no. 11, pp. 2308-2323, 1997.	('Tess: A geometric hashing algorithm for deriving 3D coordinate templates for searching structural databases. Application to enzyme active sites', 2008.0)	False	1.0	1.0	2008.0	Tess: A geometric hashing algorithm for deriving 3D coordinate templates for searching structural databases. Application to enzyme active sites	Andrew C. Wallace and Neera Borkakoti and Janet M. Thornton	http://dx.doi.org/10.1002/pro.5560061104	./bibliographies\database43.txt	69.0	185.0
R. Spriggs, P. Artymiuk, P. Willett, "Searching for Patterns of Amino Acids in 3D Protein Structures", J. Chemical Information and Computer Sciences, vol. 43, no. 2, pp. 412-421, 2003.	('Searching for Patterns of Amino Acids in 3D Protein Structures', 2003.0)	False	1.0	1.0	2003.0	Searching for Patterns of Amino Acids in 3D Protein Structures	Ruth V. Spriggs and Peter J. Artymiuk and Peter Willett	http://dx.doi.org/10.1021/ci0255984	./bibliographies\database43.txt	29.0	48.0
L. Xie, P. Bourne, "Detecting Evolutionary Relationships Across Existing Fold Space Using Sequence Order-Independent Profile-Profile Alignments", Proc. Nat'l Academy of Sciences USA, vol. 105, no. 14, pp. 5441-5446, 2008.	('Detecting evolutionary relationships across existing fold space, using sequence order-independent profile-profile alignments', 2008.0)	False	1.0	1.0	2008.0	Detecting evolutionary relationships across existing fold space, using sequence order-independent profile-profile alignments	L. Xie and P. E. Bourne	http://dx.doi.org/10.1073/pnas.0704422105	./bibliographies\database43.txt	82.0	150.0
T. Binkowski, S. Naghibzadeh, J. Liang, "CASTp: Computed Atlas of Surface Topography of Proteins", Nucleic Acids Research, vol. 31, no. 13, pp. 3352-3355, 2003.	('CASTp: Computed Atlas of Surface Topography of proteins', 2003.0)	False	1.0	1.0	2003.0	CASTp: Computed Atlas of Surface Topography of proteins	T. A. Binkowski	http://dx.doi.org/10.1093/nar/gkg512	./bibliographies\database43.txt	0.0	300.0
J. Thornton, C. Orengo, A. Todd, F. Pearl, "Protein Folds Functions and Evolution", J. Molecular Biology, vol. 293, no. 2, pp. 333-342, 1999.	('Protein folds, functions and evolution', 1999.0)	False	1.0	1.0	1999.0	Protein folds, functions and evolution	Janet M Thornton and Christine A Orengo and Annabel E Todd and Frances M.G Pearl	http://dx.doi.org/10.1006/jmbi.1999.3054	./bibliographies\database43.txt	35.0	99.0
A. Ortiz, C. Strauss, O. Olmea, "MAMMOTH (Matching Molecular Models Obtained from Theory): An Automated Method for Model Comparison", Protein Science, vol. 11, no. 11, pp. 2606-2621, 2002.	('MAMMOTH (Matching molecular models obtained from theory): An automated method for model comparison', 2009.0)	False	1.0	1.0	2009.0	MAMMOTH (Matching molecular models obtained from theory): An automated method for model comparison	Angel R. Ortiz and Charlie E.M. Strauss and Osvaldo Olmea	http://dx.doi.org/10.1110/ps.0215902	./bibliographies\database43.txt	69.0	256.0
A. Stark, R. Russell, "Annotation in Three Dimensions. PINTS: Patterns in Non-Homologous Tertiary Structures", Nucleic Acids Research, vol. 31, no. 13, pp. 3341-3344, 2003.	('Annotation in three dimensions. PINTS: Patterns in Non-homologous Tertiary Structures', 2003.0)	False	1.0	1.0	2003.0	Annotation in three dimensions. PINTS: Patterns in Non-homologous Tertiary Structures	A. Stark	http://dx.doi.org/10.1093/nar/gkg506	./bibliographies\database43.txt	0.0	102.0
O. Redfern, A. Harrison, T. Dallman, F. Pearl, C. Orengo, "CATHEDRAL: A Fast and Effective Algorithm to Predict Folds and Domain Boundaries from Multidomain Protein Structures", PLoS Computational Biology, vol. 3, no. 11, pp. 2334-2347, 2007.	('CATHEDRAL: A Fast and Effective Algorithm to Predict Folds and Domain Boundaries from Multidomain Protein Structures', 2007.0)	False	1.0	1.0	2007.0	CATHEDRAL: A Fast and Effective Algorithm to Predict Folds and Domain Boundaries from Multidomain Protein Structures	Oliver C. Redfern and Andrew Harrison and Tim Dallman and Frances M. G. Pearl and Christine A. Orengo	http://dx.doi.org/10.1371/journal.pcbi.0030232	./bibliographies\database43.txt	45.0	48.0
H. Kuhn, "The Hungarian Method for the Assignment Problem", Naval Research Logistics, vol. 52, no. 1, pp. 7-21, 2005.	('The Hungarian method for the assignment problem', 2005.0)	False	1.0	1.0	2005.0	The Hungarian method for the assignment problem	H. W. Kuhn	http://dx.doi.org/10.1002/nav.20053	./bibliographies\database43.txt	0.0	145.0
M. Shatsky, R. Nussinov, H. Wolfson, "Flexible Protein Alignment and Hinge Detection", Proteins: Structure Function and Bioinformatics, vol. 48, no. 2, pp. 242-256, 2002.	('Flexible protein alignment and hinge detection', 2002.0)	False	1.0	1.0	2002.0	Flexible protein alignment and hinge detection	Maxim Shatsky and Ruth Nussinov and Haim J. Wolfson	http://dx.doi.org/10.1002/prot.10100	./bibliographies\database43.txt	42.0	69.0
P. Wangikar, A. Tendulkar, S. Ramya, D. Mali, S. Sarawagi, "Functional Sites in Protein Families Uncovered via an Objective and Automated Graph Theoretic Approach", J. Molecular Biology, vol. 326, no. 3, pp. 955-978, 2003.	('Functional Sites in Protein Families Uncovered via an Objective and Automated Graph Theoretic Approach', 2003.0)	False	1.0	1.0	2003.0	Functional Sites in Protein Families Uncovered via an Objective and Automated Graph Theoretic Approach	Pramod P. Wangikar and Ashish V. Tendulkar and S. Ramya and Deepali N. Mali and Sunita Sarawagi	http://dx.doi.org/10.1016/s0022-2836(02)01384-0	./bibliographies\database43.txt	117.0	67.0
I. Shindyalov, P. Bourne, "A Database and Tools for 3-D Protein Structure Comparison and Alignment Using the Combinatorial Extension (CE) Algorithm", Nucleic Acids Research, vol. 29, no. 1, pp. 228-229, 2001.	('A database and tools for 3-D protein structure comparison and alignment using the Combinatorial Extension (CE) algorithm', 2001.0)	False	1.0	1.0	2001.0	A database and tools for 3-D protein structure comparison and alignment using the Combinatorial Extension (CE) algorithm	I. N. Shindyalov	http://dx.doi.org/10.1093/nar/29.1.228	./bibliographies\database43.txt	0.0	67.0
H. Berman, J. Westbrook, Z. Feng, G. Gilliland, T. Bhat, H. Weissig, I. Shindyalov, P. Bourne, "The Protein Data Bank", Nucleic Acids Research, vol. 28, no. 1, pp. 235-242, 2000.	('The Protein Data Bank', 2000.0)	False	1.0	1.0	2000.0	The Protein Data Bank	H. M. Berman	http://dx.doi.org/10.1093/nar/28.1.235	./bibliographies\database43.txt	0.0	14257.0
J. Shawe-Taylor, N. Cristianini, Kernel Methods for Pattern Analysis., 2004.	('Kernel Methods for Pattern Analysis', 2004.0)	False	1.0	1.0	2004.0	Kernel Methods for Pattern Analysis	John Shawe-Taylor and Nello Cristianini	http://dx.doi.org/10.1017/cbo9780511809682	./bibliographies\database43.txt	0.0	1832.0
M. Shatsky, A. Shulman-Peleg, R. Nussinov, H. Wolfson, "The Multiple Common Point Set Problem and Its Application to Molecule Binding Pattern Detection", J. Computational Biology, no. 2, pp. 407-428, 2006.	('The Multiple Common Point Set Problem and Its Application to Molecule Binding Pattern Detection', 2006.0)	False	1.0	1.0	2006.0	The Multiple Common Point Set Problem and Its Application to Molecule Binding Pattern Detection	Maxim Shatsky and Alexandra Shulman-Peleg and Ruth Nussinov and Haim J. Wolfson	http://dx.doi.org/10.1089/cmb.2006.13.407	./bibliographies\database43.txt	39.0	42.0
P. Artymiuk, A. Poirrette, H. Grindley, D. Rice, P. Willett, "A Graph-Theoretic Approach to the Identification of Three-dimensional Patterns of Amino Acid Side-chains in Protein Structures", J. Molecular Biology, vol. 243, no. 2, pp. 327-344, 1994.	('A Graph-theoretic Approach to the Identification of Three-dimensional Patterns of Amino Acid Side-chains in Protein Structures', 1994.0)	False	1.0	1.0	1994.0	A Graph-theoretic Approach to the Identification of Three-dimensional Patterns of Amino Acid Side-chains in Protein Structures	Peter J. Artymiuk and Andrew R. Poirrette and Helen M. Grindley and David W. Rice and Peter Willett	http://dx.doi.org/10.1006/jmbi.1994.1657	./bibliographies\database43.txt	0.0	132.0
H. Bunke, X. Jiang, Graph Matching and Similarity, 2000.	('Graph Matching and Similarity', 2000.0)	False	1.0	1.0	2000.0	Graph Matching and Similarity	Horst Bunke and Xiaoyi Jiang	http://dx.doi.org/10.1007/978-1-4615-4401-2_10	./bibliographies\database43.txt	0.0	7.0
N. Weskamp, E. Hllermeier, D. Kuhn, G. Klebe, "Multiple Graph Alignment for the Structural Analysis of Protein Active Sites", IEEE/ACM Trans. Computational Biology and Bioinformatics, vol. 4, no. 2, pp. 310-320, Apr.-June 2007. View Article Full Text: PDF (29KB)	('Multiple Graph Alignment for the Structural Analysis of Protein Active Sites', 2007.0)	False	1.0	1.0	2007.0	Multiple Graph Alignment for the Structural Analysis of Protein Active Sites	Nils Weskamp and Eyke Hullermeier and Daniel Kuhn and Gerhard Klebe	http://dx.doi.org/10.1109/tcbb.2007.1024	./bibliographies\database43.txt	40.0	7.0
T. Binkowski, L. Adamian, J. Liang, "Inferring Functional Relationships of Proteins from Local Sequence and Spatial Surface Patterns", J. Molecular Biology, vol. 332, no. 2, pp. 505-526, 2003.	('Inferring Functional Relationships of Proteins from Local Sequence and Spatial Surface Patterns', 2003.0)	False	1.0	1.0	2003.0	Inferring Functional Relationships of Proteins from Local Sequence and Spatial Surface Patterns	T.Andrew Binkowski and Larisa Adamian and Jie Liang	http://dx.doi.org/10.1016/s0022-2836(03)00882-9	./bibliographies\database43.txt	72.0	101.0
